CynoEnsembl	Gene	Gene_type	Description	HumanEnsembl	Gene_Human
ENSMFAG00000044521		protein_coding		ENSG00000211976	IGHV3-73
ENSMFAG00000044522		protein_coding	leukocyte immunoglobulin-like receptor subfamily B member 2 [Source:NCBI gene;Acc:102120967]	ENSG00000239998	LILRA2
ENSMFAG00000044523		protein_coding		ENSG00000004455	AK2
ENSMFAG00000044524	LYZL6	protein_coding	lysozyme like 6 [Source:HGNC Symbol;Acc:HGNC:29614]	ENSG00000275722	LYZL6
ENSMFAG00000044525	SPATA20	protein_coding	spermatogenesis associated 20 [Source:HGNC Symbol;Acc:HGNC:26125]	ENSG00000006282	SPATA20
ENSMFAG00000044526		protein_coding	serpin B4 [Source:NCBI gene;Acc:102135021]	ENSG00000206073	SERPINB4
ENSMFAG00000044527	GOLGA2	protein_coding	golgin A2 [Source:HGNC Symbol;Acc:HGNC:4425]	ENSG00000167110	GOLGA2
ENSMFAG00000044528	DDX46	protein_coding	DEAD-box helicase 46 [Source:HGNC Symbol;Acc:HGNC:18681]	ENSG00000145833	DDX46
ENSMFAG00000044529	QTRT1	protein_coding	queuine tRNA-ribosyltransferase catalytic subunit 1 [Source:HGNC Symbol;Acc:HGNC:23797]	ENSG00000213339	QTRT1
ENSMFAG00000044530	CNBD2	protein_coding	cyclic nucleotide binding domain containing 2 [Source:NCBI gene;Acc:101925807]	ENSG00000149646	CNBD2
ENSMFAG00000044531		protein_coding			
ENSMFAG00000044532		protein_coding	zinc finger protein 713 [Source:NCBI gene;Acc:102122502]		
ENSMFAG00000044533		protein_coding			
ENSMFAG00000044534	TMPRSS11E	protein_coding	transmembrane serine protease 11E [Source:HGNC Symbol;Acc:HGNC:24465]	ENSG00000087128	TMPRSS11E
ENSMFAG00000044535		protein_coding			
ENSMFAG00000044536	SAA2	protein_coding	serum amyloid A2 [Source:NCBI gene;Acc:102138293]	ENSG00000134339	SAA2
ENSMFAG00000044537	TRIM40	protein_coding	tripartite motif containing 40 [Source:HGNC Symbol;Acc:HGNC:18736]	ENSG00000204614	TRIM40
ENSMFAG00000044538		protein_coding	"GrpE like 2, mitochondrial [Source:NCBI gene;Acc:102115396]"	ENSG00000164284	GRPEL2
ENSMFAG00000044539	PTPN2	protein_coding	"protein tyrosine phosphatase, non-receptor type 2 [Source:HGNC Symbol;Acc:HGNC:9650]"	ENSG00000175354	PTPN2
ENSMFAG00000044540	RMDN1	protein_coding	regulator of microtubule dynamics 1 [Source:HGNC Symbol;Acc:HGNC:24285]	ENSG00000176623	RMDN1
ENSMFAG00000044541	STARD13	protein_coding	StAR related lipid transfer domain containing 13 [Source:HGNC Symbol;Acc:HGNC:19164]	ENSG00000133121	STARD13
ENSMFAG00000044542	ENPP4	protein_coding	ectonucleotide pyrophosphatase/phosphodiesterase 4 [Source:HGNC Symbol;Acc:HGNC:3359]	ENSG00000001561	ENPP4
ENSMFAG00000044543	CHID1	protein_coding	chitinase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28474]	ENSG00000177830	CHID1
ENSMFAG00000044544	OSBP2	protein_coding	oxysterol binding protein 2 [Source:HGNC Symbol;Acc:HGNC:8504]	ENSG00000184792	OSBP2
ENSMFAG00000044545		protein_coding		ENSG00000184900	SUMO3
ENSMFAG00000044546	SAMD7	protein_coding	sterile alpha motif domain containing 7 [Source:HGNC Symbol;Acc:HGNC:25394]	ENSG00000187033	SAMD7
ENSMFAG00000044547		protein_coding			
ENSMFAG00000044548		protein_coding	"ENY2, transcription and export complex 2 subunit [Source:NCBI gene;Acc:102128877]"		
ENSMFAG00000044549		protein_coding		ENSG00000205076	LGALS7
ENSMFAG00000044550	RECQL5	protein_coding	RecQ like helicase 5 [Source:HGNC Symbol;Acc:HGNC:9950]	ENSG00000108469	RECQL5
ENSMFAG00000044551		protein_coding			
ENSMFAG00000044552	NDUFV3	protein_coding	NADH:ubiquinone oxidoreductase subunit V3 [Source:HGNC Symbol;Acc:HGNC:7719]	ENSG00000160194	NDUFV3
ENSMFAG00000044553	GALNT17	protein_coding	polypeptide N-acetylgalactosaminyltransferase 17 [Source:HGNC Symbol;Acc:HGNC:16347]	ENSG00000185274	GALNT17
ENSMFAG00000044554	ASPM	protein_coding	abnormal spindle microtubule assembly [Source:HGNC Symbol;Acc:HGNC:19048]	ENSG00000066279	ASPM
ENSMFAG00000044555	FZD3	protein_coding	frizzled class receptor 3 [Source:HGNC Symbol;Acc:HGNC:4041]	ENSG00000104290	FZD3
ENSMFAG00000044556	VEGFB	protein_coding	vascular endothelial growth factor B [Source:HGNC Symbol;Acc:HGNC:12681]	ENSG00000173511	VEGFB
ENSMFAG00000044557		protein_coding			
ENSMFAG00000044558		protein_coding			
ENSMFAG00000044559	RAD51	protein_coding	RAD51 recombinase [Source:HGNC Symbol;Acc:HGNC:9817]	ENSG00000051180	RAD51
ENSMFAG00000044560	IFITM5	protein_coding	interferon induced transmembrane protein 5 [Source:HGNC Symbol;Acc:HGNC:16644]	ENSG00000206013	IFITM5
ENSMFAG00000044561		protein_coding	eukaryotic elongation factor 2 lysine methyltransferase [Source:NCBI gene;Acc:102128680]	ENSG00000145002	FAM86B2
ENSMFAG00000044562	SYNRG	protein_coding	synergin gamma [Source:HGNC Symbol;Acc:HGNC:557]	ENSG00000275066	SYNRG
ENSMFAG00000044563	MRPS12	protein_coding	mitochondrial ribosomal protein S12 [Source:HGNC Symbol;Acc:HGNC:10380]	ENSG00000128626	MRPS12
ENSMFAG00000044564	XXYLT1	protein_coding	xyloside xylosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:26639]	ENSG00000173950	XXYLT1
ENSMFAG00000044565	FOXO1	protein_coding	forkhead box O1 [Source:HGNC Symbol;Acc:HGNC:3819]	ENSG00000150907	FOXO1
ENSMFAG00000044566		protein_coding	developmental pluripotency associated 2 [Source:NCBI gene;Acc:102129918]	ENSG00000163530	DPPA2
ENSMFAG00000044567	EIF4A2	protein_coding	eukaryotic translation initiation factor 4A2 [Source:NCBI gene;Acc:101925544]	ENSG00000156976	EIF4A2
ENSMFAG00000044568	TAAR2	protein_coding	trace amine associated receptor 2 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:4514]	ENSG00000146378	TAAR2
ENSMFAG00000044569	TP53INP2	protein_coding	tumor protein p53 inducible nuclear protein 2 [Source:HGNC Symbol;Acc:HGNC:16104]	ENSG00000078804	TP53INP2
ENSMFAG00000044570		pseudogene			
ENSMFAG00000044571	RIPK4	protein_coding	receptor interacting serine/threonine kinase 4 [Source:HGNC Symbol;Acc:HGNC:496]	ENSG00000183421	RIPK4
ENSMFAG00000044572	LSM7	protein_coding	"LSM7 homolog, U6 small nuclear RNA and mRNA degradation associated [Source:HGNC Symbol;Acc:HGNC:20470]"	ENSG00000130332	LSM7
ENSMFAG00000044573	SMDT1	protein_coding	single-pass membrane protein with aspartate rich tail 1 [Source:HGNC Symbol;Acc:HGNC:25055]	ENSG00000183172	SMDT1
ENSMFAG00000044574	RPS11	protein_coding	ribosomal protein S11 [Source:NCBI gene;Acc:102128541]	ENSG00000142534	RPS11
ENSMFAG00000044575	UTP4	protein_coding	"UTP4, small subunit processome component [Source:HGNC Symbol;Acc:HGNC:1983]"	ENSG00000141076	UTP4
ENSMFAG00000044576	CD109	protein_coding	CD109 molecule [Source:HGNC Symbol;Acc:HGNC:21685]	ENSG00000156535	CD109
ENSMFAG00000044577	WASHC4	protein_coding	WASH complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:29174]	ENSG00000136051	WASHC4
ENSMFAG00000044578	ITGB7	protein_coding	integrin subunit beta 7 [Source:HGNC Symbol;Acc:HGNC:6162]	ENSG00000139626	ITGB7
ENSMFAG00000044579	C2CD4C	protein_coding	C2 calcium dependent domain containing 4C [Source:HGNC Symbol;Acc:HGNC:29417]	ENSG00000183186	C2CD4C
ENSMFAG00000044580	CARD10	protein_coding	caspase recruitment domain family member 10 [Source:HGNC Symbol;Acc:HGNC:16422]	ENSG00000100065	CARD10
ENSMFAG00000044581	TMEM132A	protein_coding	transmembrane protein 132A [Source:HGNC Symbol;Acc:HGNC:31092]	ENSG00000006118	TMEM132A
ENSMFAG00000044582	PIP4P2	protein_coding	"phosphatidylinositol-4,5-bisphosphate 4-phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:25452]"	ENSG00000155099	PIP4P2
ENSMFAG00000044583	INTS11	protein_coding	integrator complex subunit 11 [Source:HGNC Symbol;Acc:HGNC:26052]	ENSG00000127054	INTS11
ENSMFAG00000044584	SCIMP	protein_coding	SLP adaptor and CSK interacting membrane protein [Source:HGNC Symbol;Acc:HGNC:33504]	ENSG00000161929	SCIMP
ENSMFAG00000044585	ARL13B	protein_coding	ADP ribosylation factor like GTPase 13B [Source:HGNC Symbol;Acc:HGNC:25419]	ENSG00000169379	ARL13B
ENSMFAG00000044586	C11orf97	protein_coding	chromosome 11 open reading frame 97 [Source:HGNC Symbol;Acc:HGNC:49544]	ENSG00000257057	C11orf97
ENSMFAG00000044587		protein_coding			
ENSMFAG00000044588		protein_coding	zinc finger protein 85 [Source:NCBI gene;Acc:102135772]		
ENSMFAG00000044589		protein_coding	stereocilin [Source:NCBI gene;Acc:102143168]	ENSG00000166762	CATSPER2
ENSMFAG00000044590		protein_coding			
ENSMFAG00000044591		protein_coding	myeloid zinc finger 1 [Source:NCBI gene;Acc:102143371]		
ENSMFAG00000044592	APBB1IP	protein_coding	amyloid beta precursor protein binding family B member 1 interacting protein [Source:HGNC Symbol;Acc:HGNC:17379]	ENSG00000077420	APBB1IP
ENSMFAG00000044593	RPL31	protein_coding	"Macaca fascicularis 60S ribosomal protein L31-like (LOC102142503), mRNA. [Source:RefSeq mRNA;Acc:NM_001285822]"		
ENSMFAG00000044594	ASTN2	protein_coding	astrotactin 2 [Source:HGNC Symbol;Acc:HGNC:17021]	ENSG00000148219	ASTN2
ENSMFAG00000044595	IL12RB2	protein_coding	interleukin 12 receptor subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:5972]	ENSG00000081985	IL12RB2
ENSMFAG00000044596	TMEM62	protein_coding	transmembrane protein 62 [Source:HGNC Symbol;Acc:HGNC:26269]	ENSG00000137842	TMEM62
ENSMFAG00000044597		protein_coding			
ENSMFAG00000044598		protein_coding			
ENSMFAG00000044599	LRRIQ1	protein_coding	leucine rich repeats and IQ motif containing 1 [Source:HGNC Symbol;Acc:HGNC:25708]	ENSG00000133640	LRRIQ1
ENSMFAG00000044600	LMAN1	protein_coding	"lectin, mannose binding 1 [Source:HGNC Symbol;Acc:HGNC:6631]"	ENSG00000074695	LMAN1
ENSMFAG00000044601	ENDOV	protein_coding	endonuclease V [Source:HGNC Symbol;Acc:HGNC:26640]	ENSG00000173818	ENDOV
ENSMFAG00000044602	ERRFI1	protein_coding	ERBB receptor feedback inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:18185]	ENSG00000116285	ERRFI1
ENSMFAG00000044603	HSPBP1	protein_coding	HSPA (Hsp70) binding protein 1 [Source:HGNC Symbol;Acc:HGNC:24989]	ENSG00000133265	HSPBP1
ENSMFAG00000044604	MARVELD2	protein_coding	MARVEL domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26401]	ENSG00000152939	MARVELD2
ENSMFAG00000044605		protein_coding			
ENSMFAG00000044606		protein_coding		ENSG00000160752	FDPS
ENSMFAG00000044607		protein_coding			
ENSMFAG00000044608	IFT52	protein_coding	intraflagellar transport 52 [Source:HGNC Symbol;Acc:HGNC:15901]	ENSG00000101052	IFT52
ENSMFAG00000044609	RXRA	protein_coding	retinoid X receptor alpha [Source:HGNC Symbol;Acc:HGNC:10477]	ENSG00000186350	RXRA
ENSMFAG00000044610		protein_coding	BLOC-1 related complex subunit 7 [Source:NCBI gene;Acc:102133621]	ENSG00000166275	BORCS7
ENSMFAG00000044611	PHF7	protein_coding	PHD finger protein 7 [Source:NCBI gene;Acc:101866380]	ENSG00000010318	PHF7
ENSMFAG00000044612	NDUFB6	protein_coding	NADH:ubiquinone oxidoreductase subunit B6 [Source:HGNC Symbol;Acc:HGNC:7701]	ENSG00000165264	NDUFB6
ENSMFAG00000044613		protein_coding	insulin like growth factor 2 [Source:NCBI gene;Acc:102126663]	ENSG00000167244	IGF2
ENSMFAG00000044614		protein_coding			
ENSMFAG00000044615	DERL1	protein_coding	derlin 1 [Source:NCBI gene;Acc:101926663]	ENSG00000136986	DERL1
ENSMFAG00000044616	ZDBF2	protein_coding	zinc finger DBF-type containing 2 [Source:HGNC Symbol;Acc:HGNC:29313]	ENSG00000204186	ZDBF2
ENSMFAG00000044617	NUDT8	protein_coding	nudix hydrolase 8 [Source:HGNC Symbol;Acc:HGNC:8055]	ENSG00000167799	NUDT8
ENSMFAG00000044618		protein_coding			
ENSMFAG00000044619		protein_coding			
ENSMFAG00000044620	C16orf95	protein_coding	chromosome 16 open reading frame 95 [Source:HGNC Symbol;Acc:HGNC:40033]	ENSG00000260456	C16orf95
ENSMFAG00000044621	TXNDC2	protein_coding	thioredoxin domain containing 2 [Source:NCBI gene;Acc:101866161]	ENSG00000168454	TXNDC2
ENSMFAG00000044622	FOLH1	protein_coding	folate hydrolase 1 [Source:HGNC Symbol;Acc:HGNC:3788]	ENSG00000086205	FOLH1
ENSMFAG00000044623		protein_coding	"CLN5, intracellular trafficking protein [Source:NCBI gene;Acc:102126341]"	ENSG00000102805	CLN5
ENSMFAG00000044624	CSTA	protein_coding	cystatin A [Source:HGNC Symbol;Acc:HGNC:2481]	ENSG00000121552	CSTA
ENSMFAG00000044625	TRAPPC9	protein_coding	trafficking protein particle complex 9 [Source:HGNC Symbol;Acc:HGNC:30832]	ENSG00000167632	TRAPPC9
ENSMFAG00000044626	AMMECR1L	protein_coding	AMMECR1 like [Source:HGNC Symbol;Acc:HGNC:28658]	ENSG00000144233	AMMECR1L
ENSMFAG00000044627	USP16	protein_coding	ubiquitin specific peptidase 16 [Source:HGNC Symbol;Acc:HGNC:12614]	ENSG00000156256	USP16
ENSMFAG00000044628	RASL11A	protein_coding	RAS like family 11 member A [Source:HGNC Symbol;Acc:HGNC:23802]	ENSG00000122035	RASL11A
ENSMFAG00000044629	FAM173B	protein_coding	family with sequence similarity 173 member B [Source:NCBI gene;Acc:101867436]	ENSG00000150756	FAM173B
ENSMFAG00000044630	ATIC	protein_coding	5-aminoimidazole-4-carboxamide ribonucleotide formyltransferase/IMP cyclohydrolase [Source:HGNC Symbol;Acc:HGNC:794]	ENSG00000138363	ATIC
ENSMFAG00000044631		protein_coding	calcium voltage-gated channel auxiliary subunit beta 4 [Source:NCBI gene;Acc:102116137]	ENSG00000182389	CACNB4
ENSMFAG00000044632	CASP9	protein_coding	caspase 9 [Source:HGNC Symbol;Acc:HGNC:1511]	ENSG00000132906	CASP9
ENSMFAG00000044633	RBM26	protein_coding	RNA binding motif protein 26 [Source:HGNC Symbol;Acc:HGNC:20327]	ENSG00000139746	RBM26
ENSMFAG00000044634		pseudogene			
ENSMFAG00000044635		protein_coding	putative COBW domain-containing protein 7 [Source:NCBI gene;Acc:102146719]	ENSG00000215126	CBWD6
ENSMFAG00000044636	ZNF521	protein_coding	zinc finger protein 521 [Source:HGNC Symbol;Acc:HGNC:24605]	ENSG00000198795	ZNF521
ENSMFAG00000044637	PGBD2	protein_coding	piggyBac transposable element derived 2 [Source:HGNC Symbol;Acc:HGNC:19399]	ENSG00000185220	PGBD2
ENSMFAG00000044638	C1orf87	protein_coding	chromosome 1 open reading frame 87 [Source:HGNC Symbol;Acc:HGNC:28547]	ENSG00000162598	C1orf87
ENSMFAG00000044639		protein_coding		ENSG00000162521	RBBP4
ENSMFAG00000044640	KLC2	protein_coding	kinesin light chain 2 [Source:HGNC Symbol;Acc:HGNC:20716]	ENSG00000174996	KLC2
ENSMFAG00000044641	HOMER2	protein_coding	homer scaffold protein 2 [Source:HGNC Symbol;Acc:HGNC:17513]	ENSG00000103942	HOMER2
ENSMFAG00000044642		protein_coding	family with sequence similarity 71 member E2 [Source:NCBI gene;Acc:102131751]	ENSG00000180043	FAM71E2
ENSMFAG00000044643	ZNF236	protein_coding	zinc finger protein 236 [Source:HGNC Symbol;Acc:HGNC:13028]	ENSG00000130856	ZNF236
ENSMFAG00000044644	ANGPT2	protein_coding	angiopoietin 2 [Source:HGNC Symbol;Acc:HGNC:485]	ENSG00000091879	ANGPT2
ENSMFAG00000044645	APOBEC2	protein_coding	apolipoprotein B mRNA editing enzyme catalytic subunit 2 [Source:HGNC Symbol;Acc:HGNC:605]	ENSG00000124701	APOBEC2
ENSMFAG00000044646		protein_coding			
ENSMFAG00000044647	GPC6	protein_coding	glypican 6 [Source:HGNC Symbol;Acc:HGNC:4454]	ENSG00000183098	GPC6
ENSMFAG00000044648	RIT2	protein_coding	Ras like without CAAX 2 [Source:HGNC Symbol;Acc:HGNC:10017]	ENSG00000152214	RIT2
ENSMFAG00000044649	SLC6A17	protein_coding	solute carrier family 6 member 17 [Source:HGNC Symbol;Acc:HGNC:31399]	ENSG00000197106	SLC6A17
ENSMFAG00000044650	SLC6A12	protein_coding	solute carrier family 6 member 12 [Source:HGNC Symbol;Acc:HGNC:11045]	ENSG00000111181	SLC6A12
ENSMFAG00000044651	DHX8	protein_coding	DEAH-box helicase 8 [Source:HGNC Symbol;Acc:HGNC:2749]	ENSG00000067596	DHX8
ENSMFAG00000044652	FAM13C	protein_coding	family with sequence similarity 13 member C [Source:HGNC Symbol;Acc:HGNC:19371]	ENSG00000148541	FAM13C
ENSMFAG00000044653	RAPGEF4	protein_coding	Rap guanine nucleotide exchange factor 4 [Source:HGNC Symbol;Acc:HGNC:16626]	ENSG00000091428	RAPGEF4
ENSMFAG00000044654	NOLC1	protein_coding	nucleolar and coiled-body phosphoprotein 1 [Source:HGNC Symbol;Acc:HGNC:15608]	ENSG00000166197	NOLC1
ENSMFAG00000044655	ESCO2	protein_coding	establishment of sister chromatid cohesion N-acetyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:27230]	ENSG00000171320	ESCO2
ENSMFAG00000044656	HAT1	protein_coding	histone acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:4821]	ENSG00000128708	HAT1
ENSMFAG00000044657	ST5	protein_coding	suppression of tumorigenicity 5 [Source:HGNC Symbol;Acc:HGNC:11350]	ENSG00000166444	ST5
ENSMFAG00000044658	SDHAF4	protein_coding	succinate dehydrogenase complex assembly factor 4 [Source:HGNC Symbol;Acc:HGNC:20957]	ENSG00000154079	SDHAF4
ENSMFAG00000044659	DNAJC6	protein_coding	DnaJ heat shock protein family (Hsp40) member C6 [Source:HGNC Symbol;Acc:HGNC:15469]	ENSG00000116675	DNAJC6
ENSMFAG00000044660		protein_coding			
ENSMFAG00000044661		protein_coding			
ENSMFAG00000044662	MYCT1	protein_coding	MYC target 1 [Source:HGNC Symbol;Acc:HGNC:23172]	ENSG00000120279	MYCT1
ENSMFAG00000044663	RMND5B	protein_coding	required for meiotic nuclear division 5 homolog B [Source:HGNC Symbol;Acc:HGNC:26181]	ENSG00000145916	RMND5B
ENSMFAG00000044664	CLSTN2	protein_coding	calsyntenin 2 [Source:HGNC Symbol;Acc:HGNC:17448]	ENSG00000158258	CLSTN2
ENSMFAG00000044665	TNFRSF13B	protein_coding	TNF receptor superfamily member 13B [Source:HGNC Symbol;Acc:HGNC:18153]	ENSG00000240505	TNFRSF13B
ENSMFAG00000044666	MYO7A	protein_coding	myosin VIIA [Source:HGNC Symbol;Acc:HGNC:7606]	ENSG00000137474	MYO7A
ENSMFAG00000044667	NR1I3	protein_coding	nuclear receptor subfamily 1 group I member 3 [Source:HGNC Symbol;Acc:HGNC:7969]	ENSG00000143257	NR1I3
ENSMFAG00000044668	RELCH	protein_coding	"RAB11 binding and LisH domain, coiled-coil and HEAT repeat containing [Source:HGNC Symbol;Acc:HGNC:29289]"	ENSG00000134444	RELCH
ENSMFAG00000044669	ATP6V0A4	protein_coding	ATPase H+ transporting V0 subunit a4 [Source:HGNC Symbol;Acc:HGNC:866]	ENSG00000105929	ATP6V0A4
ENSMFAG00000044670	POLDIP3	protein_coding	DNA polymerase delta interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:23782]	ENSG00000100227	POLDIP3
ENSMFAG00000044671	CCAR2	protein_coding	cell cycle and apoptosis regulator 2 [Source:HGNC Symbol;Acc:HGNC:23360]	ENSG00000158941	CCAR2
ENSMFAG00000044672	HEATR1	protein_coding	HEAT repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:25517]	ENSG00000119285	HEATR1
ENSMFAG00000044673	GKN2	protein_coding	gastrokine 2 [Source:HGNC Symbol;Acc:HGNC:24588]	ENSG00000183607	GKN2
ENSMFAG00000044674	VAX1	protein_coding	ventral anterior homeobox 1 [Source:HGNC Symbol;Acc:HGNC:12660]	ENSG00000148704	VAX1
ENSMFAG00000044675	OXSM	protein_coding	"3-oxoacyl-ACP synthase, mitochondrial [Source:HGNC Symbol;Acc:HGNC:26063]"	ENSG00000151093	OXSM
ENSMFAG00000044676	ADAM5	protein_coding	Disintegrin and metalloproteinase domain-containing protein 5 [Source:NCBI gene;Acc:101865559]		
ENSMFAG00000044677	NRL	protein_coding	neural retina leucine zipper [Source:HGNC Symbol;Acc:HGNC:8002]	ENSG00000129535	NRL
ENSMFAG00000044678	PHF10	protein_coding	PHD finger protein 10 [Source:HGNC Symbol;Acc:HGNC:18250]	ENSG00000130024	PHF10
ENSMFAG00000044679		protein_coding	nicolin 1 [Source:NCBI gene;Acc:102142433]	ENSG00000145029	NICN1
ENSMFAG00000044680		protein_coding		ENSG00000143420	ENSA
ENSMFAG00000044681	HES5	protein_coding	hes family bHLH transcription factor 5 [Source:HGNC Symbol;Acc:HGNC:19764]	ENSG00000197921	HES5
ENSMFAG00000044682	FUCA2	protein_coding	alpha-L-fucosidase 2 [Source:HGNC Symbol;Acc:HGNC:4008]	ENSG00000001036	FUCA2
ENSMFAG00000044683	KRT9	protein_coding	keratin 9 [Source:HGNC Symbol;Acc:HGNC:6447]	ENSG00000171403	KRT9
ENSMFAG00000044684	HIC1	protein_coding	HIC ZBTB transcriptional repressor 1 [Source:HGNC Symbol;Acc:HGNC:4909]	ENSG00000177374	HIC1
ENSMFAG00000044685	FAM155B	protein_coding	family with sequence similarity 155 member B [Source:HGNC Symbol;Acc:HGNC:30701]	ENSG00000130054	FAM155B
ENSMFAG00000044686	PDGFA	protein_coding	platelet derived growth factor subunit A [Source:HGNC Symbol;Acc:HGNC:8799]	ENSG00000197461	PDGFA
ENSMFAG00000044687	E2F6	protein_coding	E2F transcription factor 6 [Source:NCBI gene;Acc:102131269]	ENSG00000169016	E2F6
ENSMFAG00000044688	PLCD3	protein_coding	phospholipase C delta 3 [Source:HGNC Symbol;Acc:HGNC:9061]	ENSG00000161714	PLCD3
ENSMFAG00000044689		protein_coding	heparan sulfate 6-O-sulfotransferase 1 [Source:NCBI gene;Acc:102117719]	ENSG00000136720	HS6ST1
ENSMFAG00000044690	VIPR1	protein_coding	vasoactive intestinal peptide receptor 1 [Source:HGNC Symbol;Acc:HGNC:12694]	ENSG00000114812	VIPR1
ENSMFAG00000044691		protein_coding			
ENSMFAG00000044692	CP	protein_coding	ceruloplasmin [Source:HGNC Symbol;Acc:HGNC:2295]	ENSG00000047457	CP
ENSMFAG00000044693	CCDC198	protein_coding	coiled-coil domain containing 198 [Source:HGNC Symbol;Acc:HGNC:20189]	ENSG00000100557	CCDC198
ENSMFAG00000044694		protein_coding	fructose-bisphosphate aldolase A-like [Source:NCBI gene;Acc:102138258]	ENSG00000149925	ALDOA
ENSMFAG00000044695	ATP5PF	protein_coding	ATP synthase peripheral stalk subunit F6 [Source:NCBI gene;Acc:102117567]	ENSG00000154723	ATP5PF
ENSMFAG00000044696	NKD1	protein_coding	naked cuticle homolog 1 [Source:HGNC Symbol;Acc:HGNC:17045]	ENSG00000140807	NKD1
ENSMFAG00000044697	DDX49	protein_coding	DEAD-box helicase 49 [Source:HGNC Symbol;Acc:HGNC:18684]	ENSG00000105671	DDX49
ENSMFAG00000044698	MTHFSD	protein_coding	methenyltetrahydrofolate synthetase domain containing [Source:HGNC Symbol;Acc:HGNC:25778]	ENSG00000103248	MTHFSD
ENSMFAG00000044699	CTHRC1	protein_coding	collagen triple helix repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:18831]	ENSG00000164932	CTHRC1
ENSMFAG00000044700	CDK2	protein_coding	cyclin dependent kinase 2 [Source:HGNC Symbol;Acc:HGNC:1771]	ENSG00000123374	CDK2
